,robot_x,robot_y,local_ppl_cnt
117,-6.785256765827318,-5.272020009940485,0
118,-6.6895859077360456,-5.502989893068307,0
119,-6.920555790863867,-5.407319034977034,0
120,-6.824884932772594,-5.638288918104855,0
121,-7.055854815900416,-5.542618060013583,0
122,-6.879078120603779,-5.719394755310219,0
123,-7.110048003731601,-5.623723897218946,0
124,-6.933271308434964,-5.800500592515583,0
125,-6.837600450343691,-6.031470475643404,0
126,-7.068570333471513,-5.9357996175521315,0
127,-6.891793638174876,-6.112576312848768,0
128,-7.122763521302698,-6.016905454757495,0
129,-6.945986826006061,-6.193682150054132,0
130,-7.176956709133883,-6.098011291962859,0
131,-7.000180013837246,-6.274787987259495,0
132,-7.231149896965068,-6.1791171291682225,0
133,-7.054373201668431,-6.355893824464859,0
134,-6.9587023435771584,-6.586863707592681,0
135,-6.863031485485886,-6.817833590720502,0
136,-7.094001368613707,-6.722162732629229,0
137,-6.998330510522434,-6.953132615757051,0
138,-7.229300393650256,-6.857461757665778,0
139,-7.133629535558983,-7.088431640793599,0
140,-7.06539360923251,-7.253167739572063,0
141,-6.999282979967779,-7.280551658830534,0
142,-6.9486840949220925,-7.229952773784848,0
143,-7.1986840949220925,-7.229952773784848,0
144,-7.13044816859562,-7.394688872563311,0
145,-7.062212242269147,-7.229952773784848,0
146,-7.062212242269147,-7.479952773784848,0
147,-7.016438138287111,-7.36944431114594,0
148,-7.266438138287111,-7.36944431114594,0
149,-7.497408021414932,-7.273773453054667,0
150,-7.401737163323659,-7.5047433361824885,0
151,-7.333501236997186,-7.669479434960952,0
152,-7.28772713301515,-7.7799878975998595,0
153,-7.28772713301515,-7.958296966024266,0
154,-7.355963059341624,-8.123033064802728,0
155,-7.40173716332366,-8.233541527441636,0
156,-7.452336048369347,-8.284140412487323,0
157,-7.484548860390807,-8.284140412487323,0
158,-7.514309618102067,-8.27181310301682,0
159,-7.541693537360539,-8.205702473752089,0
160,-7.56907745661901,-8.139591844487358,0
161,-7.614851560601046,-8.02908338184845,0
162,-7.660625664583082,-7.918574919209542,0
163,-7.728861590909555,-7.753838820431079,0
164,-7.633190732818282,-7.9848087035589,0
165,-7.6789648368003185,-7.874300240919992,0
166,-7.583293978709046,-8.105270124047815,0
167,-7.629068082691082,-7.994761661408907,0
168,-7.629068082691082,-7.875148163382249,0
169,-7.629068082691082,-7.755534665355592,0
170,-7.533397224599809,-7.986504548483413,0
171,-7.487623120617773,-8.097013011122321,0
172,-7.538222005663459,-8.046414126076634,0
173,-7.588820890709146,-7.9958152410309475,0
174,-7.634594994691182,-7.88530677839204,0
175,-7.680369098673218,-7.774798315753132,0
176,-7.726143202655254,-7.664289853114224,0
177,-7.794379128981727,-7.499553754335761,0
178,-7.61760243368509,-7.676330449632397,0
