,local_ppl_cnt,vx,vy
0,0,0.7071067811865476,0.7071067811865475
1,1,0.9238795325112867,0.3826834323650898
2,1,0.9238795325112867,0.3826834323650898
3,1,0.7071067811865476,0.7071067811865475
4,1,0.38268343236508984,0.9238795325112867
5,1,0.38268343236508984,0.9238795325112867
6,1,1.0,0.0
7,1,0.9238795325112867,0.3826834323650898
8,1,0.7071067811865474,-0.7071067811865477
9,2,6.123233995736766e-17,1.0
10,2,0.38268343236508984,0.9238795325112867
11,2,6.123233995736766e-17,1.0
12,2,6.123233995736766e-17,1.0
13,1,6.123233995736766e-17,1.0
14,1,0.38268343236508984,0.9238795325112867
15,4,6.123233995736766e-17,1.0
16,5,6.123233995736766e-17,1.0
17,5,0.38268343236508984,0.9238795325112867
18,5,0.38268343236508984,0.9238795325112867
19,5,-0.3826834323650897,0.9238795325112867
20,4,-0.3826834323650897,0.9238795325112867
21,4,0.38268343236508984,0.9238795325112867
22,4,0.7071067811865476,0.7071067811865475
23,5,0.9238795325112865,-0.3826834323650904
24,4,0.9238795325112865,-0.3826834323650904
25,4,1.0,0.0
26,3,0.9238795325112867,0.3826834323650898
27,2,6.123233995736766e-17,1.0
28,2,-0.7071067811865475,0.7071067811865476
29,2,-0.7071067811865475,0.7071067811865476
30,3,-0.7071067811865475,0.7071067811865476
31,3,-0.9238795325112867,0.3826834323650899
32,3,-0.9238795325112867,0.3826834323650899
33,3,-0.7071067811865475,0.7071067811865476
34,3,-0.3826834323650897,0.9238795325112867
35,3,-0.3826834323650897,0.9238795325112867
36,2,6.123233995736766e-17,1.0
37,2,4.367312598097899e-17,0.7132362736976232
38,2,-0.18309641592814455,0.44203385055563177
39,3,-0.3826834323650897,0.9238795325112867
40,3,-0.7071067811865475,0.7071067811865476
41,4,-0.7071067811865475,0.7071067811865476
42,2,-0.7071067811865475,0.7071067811865476
43,2,-0.9238795325112867,0.3826834323650899
44,1,-0.7071067811865475,0.7071067811865476
45,1,-0.7071067811865475,0.7071067811865476
46,1,-0.9238795325112867,0.3826834323650899
47,1,6.123233995736766e-17,1.0
